gift_id,gift_type,gift_category,gift_cluster,instock_date,stock_update_date,lsg_1,lsg_2,lsg_3,lsg_4,lsg_5,lsg_6,uk_date1,uk_date2,is_discounted,volumes,price
GF_11925,216,56,6601,2016-04-14 23:20:16.000,2017-03-11 17:44:06.000,3741,3983,1165,647,9,553,2017-04-01 15:39:52.000,2017-03-27 10:52:16.537,0,7.0,36.39
GF_7249,297,241,6485,2016-04-14 23:20:22.000,2017-03-13 16:44:26.000,4284,3878,1872,1959,9,1913,2017-03-08 17:44:26.000,2017-02-14 13:49:18.587,0,8.0,153.14
GF_16553,75,119,181,2016-04-14 23:21:56.000,2017-03-09 18:37:03.000,8947,1785,8992,1845,9,150,2017-03-31 16:42:49.000,2017-03-29 16:07:37.625,0,9.0,302.85
GF_22568,916,391,1833,2016-04-14 23:22:20.000,2017-03-11 20:41:36.000,6750,5831,5299,1912,9,1299,2017-03-11 18:41:36.000,2017-02-16 15:05:30.928,0,8.0,31.97
GF_19797,257,109,2679,2016-04-14 23:25:09.000,2017-03-11 17:10:17.000,4140,6025,1728,1548,9,477,2017-04-01 15:44:37.000,2017-03-28 15:12:36.421,0,10.0,46.5
GF_2799,1044,320,3347,2016-04-14 23:25:18.000,2017-03-09 20:37:24.000,9463,5247,8624,1891,9,1899,2017-03-06 17:37:24.000,2017-02-20 12:14:40.945,0,13.0,151.19
GF_20601,349,320,3772,2016-04-14 23:35:28.000,2017-03-12 19:17:52.000,9089,6953,7860,1835,9,1899,2017-03-30 13:42:32.000,2017-03-27 14:59:02.018,0,18.0,127.93
GF_20604,349,320,3772,2016-04-14 23:35:28.000,2017-03-12 20:17:52.000,9089,6953,7860,1849,9,1899,2017-03-29 16:42:32.000,2017-03-28 16:59:02.018,0,14.0,127.75
GF_18349,464,282,2591,2016-04-14 23:41:01.000,2017-03-13 16:08:22.000,4824,3263,8014,1845,9,1899,2017-03-29 12:43:04.000,2017-03-29 13:19:49.514,0,23.0,60.96
GF_11406,1277,450,1755,2016-04-14 23:42:25.000,2017-03-12 19:43:36.000,9621,3059,8920,1890,9,1899,2017-03-30 14:42:11.000,2017-03-29 14:50:16.657,0,10.0,172.08
GF_11391,1277,450,1755,2016-04-14 23:42:25.000,2017-03-13 18:43:36.000,9621,3059,8920,1816,9,1899,2017-04-02 15:42:11.000,2017-03-30 14:50:16.657,0,10.0,161.42
GF_13565,464,282,1857,2016-04-14 23:44:01.000,2017-03-07 21:37:27.000,9168,4499,8025,1912,9,1899,2016-04-15 00:44:01.000,2016-04-16 01:00:00.000,1,22.0,74.88
GF_19880,31,241,5282,2016-04-14 23:44:06.000,2017-04-02 12:45:01.000,8933,6556,7584,1873,9,1899,2017-04-02 14:45:01.000,2017-03-28 17:48:03.983,0,7.0,42.22
GF_23366,1044,496,3354,2016-04-14 23:47:18.000,2017-03-11 16:45:41.000,9467,6035,8631,1801,9,1899,2017-03-29 14:42:34.000,2017-03-28 16:02:42.931,0,10.0,64.16
GF_22704,759,119,285,2016-04-14 23:52:18.000,2017-03-08 20:36:53.000,5854,7299,3924,727,9,379,2017-03-31 12:44:32.000,2017-03-29 16:08:53.457,0,28.0,67.51
GF_19809,973,119,119,2016-04-14 23:56:20.000,2017-03-07 20:37:03.000,9421,3190,8512,1912,9,625,2017-03-30 15:40:07.000,2017-03-27 12:03:27.557,0,23.0,134.14
GF_24208,214,258,6618,2016-04-14 23:57:45.000,2017-04-04 16:44:31.000,4206,3136,2779,669,9,814,2017-03-29 15:44:31.000,2017-03-30 15:06:57.393,0,12.0,40.27
GF_8990,480,485,6688,2016-04-15 00:00:35.000,2017-03-11 20:45:16.000,4915,2226,8074,1887,9,1899,2016-04-14 01:00:35.000,2016-04-13 05:00:00.000,0,23.0,87.83
GF_22457,467,282,2560,2016-04-15 00:03:31.000,2017-03-12 16:21:53.000,4844,4691,1186,1912,9,66,2017-03-09 17:21:53.000,2017-02-17 14:47:34.029,0,8.0,49.0
GF_24166,75,450,6911,2016-04-15 00:03:35.000,2017-03-11 18:19:57.000,8948,1669,8994,1830,9,1899,2017-04-01 13:42:48.000,2017-03-30 13:07:36.855,0,8.0,177.31
GF_20823,152,241,5063,2016-04-15 00:05:23.000,2017-03-12 17:44:29.000,3691,885,7697,1816,9,1899,2017-03-31 15:42:55.000,2017-03-26 17:15:25.697,0,27.0,57.2
GF_20833,152,241,5063,2016-04-15 00:05:23.000,2017-03-13 16:44:29.000,3691,885,7697,1887,9,1899,2017-04-01 12:42:55.000,2017-03-29 17:15:25.697,0,24.0,61.74
GF_20814,152,241,5063,2016-04-15 00:05:23.000,2017-03-13 17:44:29.000,3691,885,7697,1709,9,1899,2017-04-02 16:42:55.000,2017-03-28 16:15:25.697,0,26.0,54.12
GF_10587,349,320,3773,2016-04-15 00:05:25.000,2017-04-02 13:42:31.000,4420,6954,7861,1807,9,1899,2017-04-01 15:42:31.000,2017-03-27 15:58:51.942,0,7.0,125.17
GF_10575,349,320,3773,2016-04-15 00:05:25.000,2017-04-03 13:42:31.000,4420,6954,7861,1710,9,1899,2017-04-02 12:42:31.000,2017-03-28 16:58:51.942,0,8.0,117.02
GF_10581,349,320,3773,2016-04-15 00:05:25.000,2017-04-04 13:42:31.000,4420,6954,7861,1757,9,1899,2017-04-02 12:42:31.000,2017-03-30 16:58:51.942,0,10.0,112.16
GF_14409,1022,515,3859,2016-04-15 00:05:55.000,2017-03-11 18:22:17.000,7460,3129,1147,258,9,634,2017-03-30 14:43:47.000,2017-03-30 16:38:55.156,0,8.0,36.03
GF_11863,1277,282,3815,2016-04-15 00:05:58.000,2017-04-03 12:42:14.000,8630,1482,8923,1846,9,1899,2017-04-02 14:42:14.000,2017-03-27 14:50:23.597,0,27.0,186.88
GF_11869,1277,282,3815,2016-04-15 00:05:58.000,2017-04-04 15:42:14.000,8630,1482,8923,1887,9,1899,2017-03-30 14:42:14.000,2017-03-29 13:50:23.597,0,27.0,193.71
GF_2146,660,47,6673,2016-04-15 00:06:30.000,2017-03-13 20:44:09.000,5559,4354,3507,424,9,379,2017-03-31 14:45:04.000,2017-03-28 18:49:49.936,0,7.0,60.74
GF_23403,916,391,1829,2016-04-15 00:10:28.000,2017-03-11 19:41:20.000,6759,5818,5304,77,9,616,2017-03-31 15:44:03.000,2017-03-28 14:48:10.652,0,8.0,33.34
GF_21684,918,496,369,2016-04-15 00:11:08.000,2017-04-03 15:42:47.000,6794,602,8450,1830,9,1899,2017-04-02 12:42:47.000,2017-03-28 15:07:19.300,0,19.0,159.06
GF_15741,918,496,370,2016-04-15 00:13:09.000,2017-04-02 13:42:46.000,9400,610,8460,1786,9,1899,2017-04-01 13:42:46.000,2017-03-29 17:07:11.650,0,15.0,211.85
GF_15740,918,496,370,2016-04-15 00:13:09.000,2017-04-03 16:42:46.000,9400,610,8460,1705,9,1899,2017-03-31 14:42:46.000,2017-03-26 14:07:11.650,0,13.0,177.65
GF_19015,415,159,6874,2016-04-15 00:17:02.000,2017-03-12 20:10:26.000,4692,4797,2457,551,9,850,2016-04-15 22:17:02.000,2016-04-14 03:00:00.000,0,10.0,115.68
GF_13875,23,119,290,2016-04-15 00:19:24.000,2017-03-11 17:41:57.000,3248,2896,7562,1887,9,150,2016-04-15 00:19:24.000,2016-04-16 01:00:00.000,0,8.0,131.09
GF_16552,75,119,181,2016-04-15 00:21:56.000,2017-03-07 19:37:03.000,8947,1785,8992,1830,9,150,2017-04-01 15:42:49.000,2017-03-28 13:07:37.625,0,9.0,301.06
GF_16554,75,119,181,2016-04-15 00:21:56.000,2017-03-09 20:37:03.000,8947,1785,8992,1859,9,150,2017-03-29 14:42:49.000,2017-03-26 14:07:37.625,0,10.0,298.96
GF_19295,918,496,3967,2016-04-15 00:24:33.000,2017-03-12 19:45:54.000,9404,612,8466,1786,9,1899,2017-03-29 12:42:46.000,2017-03-27 13:07:11.808,0,10.0,108.09
GF_23930,903,79,3278,2016-04-15 00:25:48.000,2017-04-04 14:43:49.000,6659,7207,8438,1873,9,1258,2017-03-31 16:43:49.000,2017-03-27 17:39:50.147,0,17.0,52.8
GF_19474,660,47,6785,2016-04-15 00:26:15.000,2017-03-12 16:44:16.000,5545,6563,3545,1912,9,363,2017-03-30 13:39:55.000,2017-03-27 12:55:45.172,0,7.0,36.04
GF_3541,214,515,3863,2016-04-15 00:26:23.000,2017-03-13 18:41:29.000,6872,3138,5434,1935,9,600,2016-04-15 23:26:23.000,2016-04-14 01:00:00.000,0,10.0,71.24
GF_3545,214,515,3863,2016-04-15 00:26:23.000,2017-03-13 18:41:29.000,6872,3138,5434,261,9,600,2017-04-01 15:44:30.000,2017-03-28 17:06:39.209,0,7.0,51.79
GF_3544,214,515,3863,2016-04-15 00:26:23.000,2017-03-13 20:41:29.000,6872,3138,5434,260,9,600,2017-04-01 16:44:30.000,2017-03-28 15:06:39.209,0,6.0,54.91
GF_21457,916,515,3990,2016-04-15 00:26:39.000,2017-03-13 20:41:19.000,6747,7485,5294,175,9,946,2017-04-02 16:44:03.000,2017-03-28 18:48:14.622,0,9.0,32.19
GF_21013,1111,485,5037,2016-04-15 00:27:16.000,2017-03-12 17:29:34.000,9506,424,8694,1705,9,1899,2017-03-31 14:40:30.000,2017-03-29 10:23:08.665,0,26.0,68.6
GF_16693,349,496,3851,2016-04-15 00:29:23.000,2017-04-03 15:42:31.000,4418,6349,7856,1887,9,1899,2017-04-01 13:42:31.000,2017-03-27 15:58:56.813,0,8.0,115.18
GF_20598,349,320,3772,2016-04-15 00:35:28.000,2017-03-11 20:17:52.000,9089,6953,7860,1830,9,1899,2017-03-31 13:42:32.000,2017-03-26 16:59:02.018,0,17.0,116.73
GF_11377,1277,450,1755,2016-04-15 00:42:25.000,2017-03-12 20:43:36.000,9621,3059,8920,1706,9,1899,2017-03-30 14:42:11.000,2017-03-29 16:50:16.657,0,12.0,187.53
GF_19878,31,241,5282,2016-04-15 00:44:06.000,2017-04-04 13:45:01.000,8933,6556,7584,1845,9,1899,2017-03-29 12:45:01.000,2017-03-28 15:48:03.983,0,11.0,45.51
GF_19648,31,401,5193,2016-04-15 00:45:43.000,2017-03-12 20:10:45.000,3255,3544,7569,1912,9,1899,2017-03-30 15:42:02.000,2017-03-29 12:40:28.496,1,26.0,45.19
GF_19803,918,241,6960,2016-04-15 01:05:02.000,2017-03-12 18:21:19.000,6790,584,8462,1912,9,1899,2016-04-16 01:05:02.000,2016-04-14 04:00:00.000,1,11.0,154.75
GF_1356,1032,401,371,2016-04-15 01:05:15.000,2017-04-02 14:43:54.000,9453,2333,8593,923,9,1899,2017-03-30 12:43:54.000,2017-03-30 18:42:12.954,0,25.0,151.7
GF_20832,152,241,5063,2016-04-15 01:05:23.000,2017-03-11 20:44:29.000,3691,885,7697,1877,9,1899,2017-03-30 13:42:55.000,2017-03-29 16:15:25.697,0,26.0,55.92
GF_20820,152,241,5063,2016-04-15 01:05:23.000,2017-03-12 20:44:29.000,3691,885,7697,1757,9,1899,2017-03-31 14:42:55.000,2017-03-28 13:15:25.697,0,27.0,59.62
GF_10591,349,320,3773,2016-04-15 01:05:25.000,2017-04-02 13:42:31.000,4420,6954,7861,1835,9,1899,2017-03-29 16:42:31.000,2017-03-29 14:58:51.942,0,6.0,115.43
GF_14387,1022,515,3859,2016-04-15 01:05:55.000,2017-03-11 16:22:17.000,7460,3129,1147,1607,9,634,2016-04-14 23:05:55.000,2016-04-13 04:00:00.000,0,7.0,50.96
GF_14404,1022,515,3859,2016-04-15 01:05:55.000,2017-03-11 18:22:17.000,7460,3129,1147,259,9,634,2017-03-31 15:43:47.000,2017-03-30 15:38:55.156,0,7.0,34.39
GF_11870,1277,282,3815,2016-04-15 01:05:58.000,2017-04-02 15:42:14.000,8630,1482,8923,1888,9,1899,2017-04-01 12:42:14.000,2017-03-27 12:50:23.597,0,27.0,174.06
GF_2153,660,47,6673,2016-04-15 01:06:30.000,2017-03-13 17:44:09.000,5559,4354,3507,599,9,379,2017-03-31 12:45:04.000,2017-03-30 15:49:49.936,0,10.0,56.0
GF_20226,1277,496,1754,2016-04-15 01:08:24.000,2017-04-02 13:42:12.000,8641,3048,8917,1774,9,1899,2017-03-30 16:42:12.000,2017-03-29 13:50:17.543,0,24.0,237.33
GF_20229,1277,496,1754,2016-04-15 01:08:24.000,2017-04-04 12:42:12.000,8641,3048,8917,1816,9,1899,2017-03-31 13:42:12.000,2017-03-30 14:50:17.543,0,25.0,249.96
GF_13659,707,450,3322,2016-04-15 01:09:19.000,2017-03-12 18:43:34.000,9302,4065,8275,900,9,1899,2016-04-12 21:09:19.000,2016-04-15 03:00:00.000,0,12.0,165.27
GF_8519,480,485,6687,2016-04-15 01:09:43.000,2017-03-11 16:45:16.000,9199,2225,8073,1912,9,1899,2017-03-31 14:43:06.000,2017-03-26 13:22:23.704,1,25.0,91.29
GF_13387,131,75,326,2016-04-15 01:10:26.000,2017-03-09 21:37:19.000,3737,3387,1153,1912,9,353,2017-04-02 13:43:07.000,2017-03-29 14:24:07.593,1,8.0,74.04
GF_17587,916,391,1834,2016-04-15 01:16:22.000,2017-03-09 17:36:43.000,6765,5836,5291,1912,9,601,2017-03-31 13:44:03.000,2017-03-29 18:48:16.758,0,10.0,35.9
GF_2438,131,47,6661,2016-04-15 01:17:24.000,2017-03-13 17:44:16.000,3568,6084,896,1912,9,150,2017-04-01 13:43:07.000,2017-03-27 17:24:09.049,0,10.0,45.02
GF_24403,159,496,2607,2016-04-15 01:19:18.000,2017-04-03 14:44:02.000,9003,5547,7708,1859,9,1899,2017-03-31 12:44:02.000,2017-03-27 15:46:56.966,0,15.0,42.16
GF_16442,1032,128,180,2016-04-15 01:20:26.000,2017-03-08 17:37:10.000,7523,3004,8576,886,9,1193,2017-04-01 15:43:55.000,2017-03-27 15:42:22.778,0,7.0,174.7
GF_22569,916,391,1833,2016-04-15 01:22:20.000,2017-03-11 16:41:36.000,6750,5831,5299,1912,9,1299,2017-04-01 14:44:03.000,2017-03-27 15:48:11.566,0,6.0,28.02
GF_20876,727,401,3330,2016-04-15 01:23:43.000,2017-03-07 18:36:40.000,9298,4440,8286,1873,9,1899,2017-03-05 17:36:40.000,2017-02-18 12:53:23.597,0,19.0,69.37
GF_24199,142,458,6933,2016-04-15 01:25:57.000,2017-04-02 16:44:29.000,3618,3698,7656,1912,9,182,2017-04-01 13:44:29.000,2017-03-30 16:06:21.443,1,10.0,74.53
GF_14040,660,391,1817,2016-04-15 01:25:59.000,2017-03-07 17:36:44.000,5523,4944,3512,1569,9,552,2016-04-12 22:25:59.000,2016-04-14 05:00:00.000,0,7.0,65.29
GF_14048,660,391,1817,2016-04-15 01:25:59.000,2017-03-08 19:36:44.000,5523,4944,3512,1566,9,552,2017-03-30 13:39:48.000,2017-03-27 09:51:11.050,0,9.0,45.68
GF_14041,660,391,1817,2016-04-15 01:25:59.000,2017-03-09 21:36:44.000,5523,4944,3512,419,9,552,2017-04-01 14:39:48.000,2017-03-28 11:51:11.050,0,6.0,52.08
GF_16690,349,496,3851,2016-04-15 01:29:23.000,2017-04-02 14:42:31.000,4418,6349,7856,1849,9,1899,2017-04-01 13:42:31.000,2017-03-29 14:58:56.813,0,8.0,97.86
GF_16689,349,496,3851,2016-04-15 01:29:23.000,2017-04-03 12:42:31.000,4418,6349,7856,1887,9,1899,2016-04-17 00:29:23.000,2016-04-12 01:00:00.000,0,9.0,142.43
GF_19877,31,241,5282,2016-04-15 01:44:06.000,2017-04-02 15:45:01.000,8933,6556,7584,1830,9,1899,2017-03-31 14:45:01.000,2017-03-28 17:48:03.983,0,11.0,45.31
GF_23030,1097,450,3328,2016-04-15 01:57:15.000,2017-04-02 13:40:14.000,9493,4428,8667,1767,9,1899,2017-03-31 13:40:14.000,2017-03-29 11:12:17.801,0,25.0,188.97
GF_22456,467,282,2560,2016-04-15 02:03:31.000,2017-03-11 18:21:53.000,4844,4691,1186,1912,9,66,2016-04-14 00:03:31.000,2016-04-14 03:00:00.000,0,9.0,64.94
GF_18773,285,741,2006,2016-04-15 09:00:11.000,2016-04-19 09:00:11.000,6353,6883,4697,1912,4,150,2016-04-19 13:00:11.000,2016-04-18 02:00:00.000,0,,18.26
GF_12679,1258,706,1702,2016-04-15 09:55:57.000,2016-04-21 12:55:57.000,6376,6883,4754,1912,6,2040,2016-04-17 12:55:57.000,2016-04-18 03:00:00.000,0,,14.94
GF_13536,283,718,2480,2016-04-15 09:56:45.000,2016-04-21 10:56:45.000,769,6883,1824,1912,3,975,2016-04-19 09:56:45.000,2016-04-16 04:00:00.000,0,,86.33
GF_16536,85,37,7329,2016-04-15 10:45:54.000,2016-05-06 15:45:54.000,672,6883,4610,1912,3,1899,2016-04-15 12:45:54.000,2016-04-30 01:00:00.000,0,,78.54
GF_23802,899,718,7224,2016-04-15 10:55:42.000,2016-04-21 12:55:42.000,381,6883,5211,1912,3,1815,2016-04-18 11:55:42.000,2016-04-17 02:00:00.000,0,,47.45
GF_5336,829,718,436,2016-04-15 10:57:20.000,2016-04-21 12:57:20.000,6045,6883,4231,1912,8,150,2016-04-15 12:57:20.000,2016-04-16 05:00:00.000,0,,33.36
GF_7361,829,718,2501,2016-04-15 10:59:22.000,2016-04-21 10:59:22.000,3086,6883,4241,1912,3,150,2016-04-19 09:59:22.000,2016-04-18 05:00:00.000,0,,373.58
GF_18954,760,706,2202,2016-04-15 11:25:23.000,2016-04-19 19:58:09.000,5867,6883,3931,1912,4,1913,2016-04-14 10:25:23.000,2016-04-15 02:00:00.000,0,,5.49
GF_10560,285,706,2956,2016-04-15 11:41:05.000,2016-04-19 12:41:05.000,1068,6883,1815,1912,8,150,2016-04-15 12:41:05.000,2016-04-14 04:00:00.000,0,,50.11
GF_3268,31,706,430,2016-04-15 11:53:45.000,2016-04-20 12:53:45.000,576,6883,474,1912,3,150,2016-04-16 11:53:45.000,2016-04-15 05:00:00.000,0,,15.46
GF_7362,829,718,2501,2016-04-15 11:59:22.000,2016-04-19 08:59:22.000,3086,6883,4241,1912,3,150,2016-04-15 12:59:22.000,2016-04-15 01:00:00.000,1,,199.77
GF_6567,1099,741,3694,2016-04-15 12:51:49.000,2016-04-20 10:51:49.000,1586,6883,5986,1912,3,1239,2016-04-19 09:51:49.000,2016-04-15 03:00:00.000,0,,19.12
GF_12183,1326,718,7258,2016-04-15 12:54:24.000,2016-04-21 11:54:24.000,2859,6883,4757,1912,3,150,2016-04-15 09:54:24.000,2016-04-15 03:00:00.000,0,,33.05
GF_3529,800,718,7226,2016-04-15 12:55:46.000,2016-04-21 09:55:46.000,2823,6883,4029,1912,8,1413,2016-04-19 12:55:46.000,2016-04-15 01:00:00.000,0,,25.21
GF_17763,336,770,2966,2016-04-15 14:24:28.000,2016-04-19 14:24:28.000,591,6883,2316,1912,4,958,2016-04-15 18:24:28.000,2016-04-16 04:00:00.000,0,,21.74
GF_22818,1173,188,5400,2016-04-15 15:05:36.000,2016-04-17 14:05:36.000,8348,168,6811,1912,10,1899,2016-04-15 16:05:36.000,2016-04-14 02:00:00.000,0,,68.23
GF_17762,336,770,2966,2016-04-15 16:24:28.000,2016-04-20 16:24:28.000,591,6883,2316,1912,4,958,2016-04-18 15:24:28.000,2016-04-18 16:24:28.000,1,,49.89
GF_17761,336,770,2966,2016-04-15 17:24:28.000,2016-04-19 18:24:28.000,591,6883,2316,1912,4,958,2016-04-18 14:24:28.000,2016-04-15 14:24:28.000,0,,100.64
GF_9796,497,150,2484,2016-04-15 17:57:56.000,2016-05-13 13:06:27.000,827,6883,2798,1912,6,150,2016-04-19 18:57:56.000,2016-05-05 01:00:00.000,0,,53.26
GF_7680,182,810,0,2016-04-15 19:08:53.000,2016-08-03 12:59:55.000,3879,5104,1326,1912,9,1043,2016-04-13 20:08:53.000,2016-03-18 01:00:00.000,0,,217.18
GF_14166,324,188,444,2016-04-15 19:24:48.000,2016-10-12 02:27:32.000,4429,2261,7507,1912,1,1064,2016-04-18 19:24:48.000,2016-04-17 02:00:00.000,0,,138.3
GF_20930,25,273,6946,2016-04-15 19:38:20.000,2017-03-13 20:29:17.000,3232,6011,423,156,9,1899,2017-04-01 14:40:16.000,2017-03-28 14:14:36.647,0,10.0,95.65
GF_7679,182,810,0,2016-04-15 20:08:53.000,2016-08-02 13:59:55.000,3879,5104,1326,1912,9,1043,2016-04-13 22:08:53.000,2016-03-15 01:00:00.000,0,,214.35
GF_20925,25,273,6946,2016-04-15 20:38:20.000,2017-03-13 18:29:17.000,3232,6011,423,66,9,1899,2017-03-30 12:40:16.000,2017-03-29 13:14:36.647,0,11.0,90.83
GF_11404,1277,450,1755,2016-04-15 20:42:25.000,2017-03-11 19:43:36.000,9621,3059,8920,1887,9,1899,2017-03-29 13:42:11.000,2017-03-26 12:50:16.657,0,11.0,174.94
GF_11402,1277,450,1755,2016-04-15 20:42:25.000,2017-03-12 19:43:36.000,9621,3059,8920,1873,9,1899,2017-03-29 13:42:11.000,2017-03-30 16:50:16.657,0,11.0,187.04
GF_11388,1277,450,1755,2016-04-15 20:42:25.000,2017-03-13 19:43:36.000,9621,3059,8920,1788,9,1899,2017-04-02 12:42:11.000,2017-03-29 16:50:16.657,0,11.0,178.18
GF_15567,25,273,6997,2016-04-15 20:48:08.000,2017-03-11 16:29:17.000,3236,6009,431,105,9,746,2017-04-01 14:40:16.000,2017-03-26 13:14:40.799,0,28.0,81.05
GF_8998,480,485,6688,2016-04-15 21:00:35.000,2017-03-13 20:45:16.000,4915,2226,8074,1873,9,1899,2017-03-29 13:43:05.000,2017-03-28 15:22:16.450,0,26.0,65.85
GF_21243,1032,320,3733,2016-04-15 21:03:47.000,2017-04-04 14:43:54.000,9454,2525,8594,922,9,1899,2017-03-29 16:43:54.000,2017-03-27 17:42:14.252,0,13.0,171.9
GF_22588,214,502,3848,2016-04-15 21:03:53.000,2017-03-11 16:22:15.000,3732,3126,1144,1283,9,99,2017-04-01 14:44:30.000,2017-03-28 15:06:43.313,0,10.0,43.91
GF_22592,214,502,3848,2016-04-15 21:03:53.000,2017-03-11 19:22:15.000,3732,3126,1144,1934,10,99,2017-01-20 00:22:57.000,2017-01-14 04:00:00.000,0,9.0,30.03
GF_2793,1111,496,3986,2016-04-15 21:04:42.000,2017-03-12 16:45:52.000,9533,1489,8744,1912,9,1899,2017-03-08 18:45:52.000,2017-02-16 17:35:41.954,1,27.0,54.08
GF_1355,1032,401,371,2016-04-15 21:05:15.000,2017-04-04 14:43:54.000,9453,2333,8593,922,9,1899,2017-03-30 15:43:54.000,2017-03-28 14:42:12.954,0,27.0,155.56
GF_23506,1111,580,5042,2016-04-15 21:05:17.000,2017-03-11 17:10:39.000,9504,467,8692,1705,9,1899,2017-04-02 15:40:12.000,2017-03-27 12:08:13.642,0,6.0,78.21
GF_23510,1111,580,5042,2016-04-15 21:05:17.000,2017-03-13 19:10:39.000,9504,467,8692,1859,9,1899,2017-03-31 12:40:12.000,2017-03-30 13:08:13.642,0,8.0,81.19
GF_20831,152,241,5063,2016-04-15 21:05:23.000,2017-03-11 20:44:29.000,3691,885,7697,1873,9,1899,2017-03-30 12:42:55.000,2017-03-28 14:15:25.697,0,25.0,54.02
GF_10589,349,320,3773,2016-04-15 21:05:25.000,2017-04-02 12:42:31.000,4420,6954,7861,1831,9,1899,2017-04-01 16:42:31.000,2017-03-27 13:58:51.942,0,8.0,125.5
GF_10579,349,320,3773,2016-04-15 21:05:25.000,2017-04-02 16:42:31.000,4420,6954,7861,1749,9,1899,2017-03-30 14:42:31.000,2017-03-29 12:58:51.942,0,7.0,128.62
GF_10577,349,320,3773,2016-04-15 21:05:25.000,2017-04-04 13:42:31.000,4420,6954,7861,1731,9,1899,2017-04-02 16:42:31.000,2017-03-26 14:58:51.942,0,6.0,115.03
GF_21044,464,282,1861,2016-04-15 21:06:01.000,2017-03-11 20:42:19.000,9167,4333,8024,1845,9,1899,2017-04-02 15:43:04.000,2017-03-30 13:19:50.753,0,27.0,55.44
GF_21045,464,282,1861,2016-04-15 21:06:01.000,2017-03-12 18:42:19.000,9167,4333,8024,1873,9,1899,2017-03-31 14:43:04.000,2017-03-28 17:19:50.753,0,23.0,57.95
GF_2163,660,47,6673,2016-04-15 21:06:30.000,2017-03-12 16:44:09.000,5559,4354,3507,1074,9,379,2017-04-02 12:45:04.000,2017-03-27 19:49:49.936,0,6.0,50.24
GF_23401,916,391,1829,2016-04-15 21:10:28.000,2017-03-11 20:41:20.000,6759,5818,5304,15,9,616,2017-03-30 13:44:03.000,2017-03-27 18:48:10.652,0,9.0,35.75
GF_23409,916,391,1829,2016-04-15 21:10:28.000,2017-03-13 20:41:20.000,6759,5818,5304,169,9,616,2017-03-30 13:44:03.000,2017-03-29 16:48:10.652,0,11.0,31.71
GF_21686,918,496,369,2016-04-15 21:11:08.000,2017-04-03 13:42:47.000,6794,602,8450,1859,9,1899,2017-03-31 13:42:47.000,2017-03-27 15:07:19.300,0,18.0,178.59
GF_21685,918,496,369,2016-04-15 21:11:08.000,2017-04-04 15:42:47.000,6794,602,8450,1845,9,1899,2017-03-31 12:42:47.000,2017-03-28 17:07:19.300,0,16.0,177.8
GF_23074,903,101,6956,2016-04-15 21:23:48.000,2017-03-12 20:42:00.000,9386,7226,8439,1816,9,1197,2017-04-01 14:43:48.000,2017-03-26 18:39:43.133,0,18.0,71.6
GF_19293,918,496,3967,2016-04-15 21:24:33.000,2017-03-12 18:45:54.000,9404,612,8466,1859,9,1899,2016-04-16 01:24:33.000,2016-04-14 05:00:00.000,0,8.0,185.84
GF_2822,1044,320,3347,2016-04-15 21:25:18.000,2017-03-07 21:37:24.000,9463,5247,8624,1891,9,1899,2017-04-01 15:42:34.000,2017-03-30 14:02:41.520,0,13.0,105.18
GF_2814,1044,320,3347,2016-04-15 21:25:18.000,2017-03-08 21:37:24.000,9463,5247,8624,1849,9,1899,2017-04-02 14:42:34.000,2017-03-30 13:02:41.520,0,13.0,107.71
GF_23909,903,79,3278,2016-04-15 21:25:48.000,2017-04-03 13:43:49.000,6659,7207,8438,1873,9,1258,2017-03-11 16:41:56.000,2017-02-16 11:11:27.346,0,17.0,74.75
GF_3549,214,515,3863,2016-04-15 21:26:23.000,2017-03-13 20:41:29.000,6872,3138,5434,1932,9,600,2017-03-31 14:44:30.000,2017-03-27 16:06:39.209,0,6.0,48.63
GF_21578,10,119,6899,2016-04-15 21:34:18.000,2017-04-02 16:42:31.000,3177,3402,391,1912,9,1899,2017-03-31 14:42:31.000,2017-03-29 16:58:40.535,0,7.0,75.52
GF_20588,349,320,3772,2016-04-15 21:35:28.000,2017-03-12 18:17:52.000,9089,6953,7860,1764,9,1899,2017-04-01 14:42:32.000,2017-03-26 12:59:02.018,0,18.0,123.72
GF_11396,1277,450,1755,2016-04-15 21:42:25.000,2017-03-11 20:43:36.000,9621,3059,8920,1832,9,1899,2017-03-29 12:42:11.000,2017-03-28 12:50:16.657,0,9.0,189.97
GF_11399,1277,450,1755,2016-04-15 21:42:25.000,2017-03-11 20:43:36.000,9621,3059,8920,1847,9,1899,2017-03-31 16:42:11.000,2017-03-29 14:50:16.657,0,9.0,174.78
GF_19875,31,241,5282,2016-04-15 21:44:06.000,2017-04-02 14:45:01.000,8933,6556,7584,1887,9,1899,2016-04-16 21:44:06.000,2016-04-16 03:00:00.000,0,9.0,103.97
GF_19647,31,401,5193,2016-04-15 21:45:43.000,2017-03-13 19:10:45.000,3255,3544,7569,1912,9,1899,2016-04-16 21:45:43.000,2016-04-15 02:00:00.000,0,26.0,67.61
GF_12309,1044,496,3353,2016-04-15 21:46:52.000,2017-04-02 13:42:35.000,7568,6034,8630,1912,9,1899,2017-03-29 12:42:35.000,2017-03-27 14:02:48.467,1,7.0,79.43
